,originDestination,usg_apt_id,fg_apt_id,Total,AIRPORT_SEQ_ID_x,AIRPORT_ID_x,AIRPORT_x,DISPLAY_AIRPORT_NAME_x,DISPLAY_AIRPORT_CITY_NAME_FULL_x,AIRPORT_WAC_x,AIRPORT_COUNTRY_NAME_x,AIRPORT_COUNTRY_CODE_ISO_x,AIRPORT_STATE_NAME_x,AIRPORT_STATE_CODE_x,AIRPORT_STATE_FIPS_x,CITY_MARKET_ID_x,DISPLAY_CITY_MARKET_NAME_FULL_x,CITY_MARKET_WAC_x,LAT_DEGREES_x,LAT_HEMISPHERE_x,LAT_MINUTES_x,LAT_SECONDS_x,destination_latitude,LON_DEGREES_x,LON_HEMISPHERE_x,LON_MINUTES_x,LON_SECONDS_x,destination_latitude,AIRPORT_START_DATE_x,AIRPORT_THRU_DATE_x,AIRPORT_IS_CLOSED_x,AIRPORT_IS_LATEST_x,Unnamed: 28_x,AIRPORT_SEQ_ID_y,AIRPORT_ID_y,AIRPORT_y,DISPLAY_AIRPORT_NAME_y,DISPLAY_AIRPORT_CITY_NAME_FULL_y,AIRPORT_WAC_y,AIRPORT_COUNTRY_NAME_y,AIRPORT_COUNTRY_CODE_ISO_y,AIRPORT_STATE_NAME_y,AIRPORT_STATE_CODE_y,AIRPORT_STATE_FIPS_y,CITY_MARKET_ID_y,DISPLAY_CITY_MARKET_NAME_FULL_y,CITY_MARKET_WAC_y,LAT_DEGREES_y,LAT_HEMISPHERE_y,LAT_MINUTES_y,LAT_SECONDS_y,origin_latitude,LON_DEGREES_y,LON_HEMISPHERE_y,LON_MINUTES_y,LON_SECONDS_y,origin_longitude,AIRPORT_START_DATE_y,AIRPORT_THRU_DATE_y,AIRPORT_IS_CLOSED_y,AIRPORT_IS_LATEST_y,Unnamed: 28_y
20,1039710752,10397,10752,5554,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1075205,10752,BRU,Brussels National,"Brussels, Belgium",409,Belgium,BE,,,,30752,"Brussels, Belgium",409,50.0,N,54.0,0.0,50.9,4.0,E,29.0,34.0,4.49277778,2017-12-01,,0,1,
21,1039710846,10397,10846,9670,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1084605,10846,BZE,Philip S. W. Goldson International,"Belize City, Belize",106,Belize,BZ,,,,30846,"Belize City, Belize",106,17.0,N,32.0,24.0,17.54,88.0,W,18.0,17.0,-88.30472222,2017-12-01,,0,1,
22,1039710920,10397,10920,62203,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1092005,10920,CDG,Paris Charles de Gaulle,"Paris, France",427,France,FR,,,,30920,"Paris, France",427,49.0,N,0.0,46.0,49.01277778,2.0,E,33.0,0.0,2.55,2017-12-01,,0,1,
23,1039711032,10397,11032,56315,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1103201,11032,CUN,Cancun International,"Cancun, Mexico",148,Mexico,MX,,,,31032,"Cancun, Mexico",148,21.0,N,2.0,32.0,21.04222222,86.0,W,52.0,25.0,-86.87361111,1976-01-01,,0,1,
24,1039711164,10397,11164,4831,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1116406,11164,CTG,Rafael Nunez,"Cartagena, Colombia",327,Colombia,CO,,,,31164,"Cartagena, Colombia",327,10.0,N,26.0,31.0,10.44194444,75.0,W,30.0,46.0,-75.51277778,2017-12-01,,0,1,
25,1039711244,10397,11244,5986,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1124402,11244,CZM,Cozumel International,"Cozumel, Mexico",148,Mexico,MX,,,,31244,"Cozumel, Mexico",148,20.0,N,31.0,21.0,20.5225,86.0,W,55.0,32.0,-86.92555556,2011-07-01,,0,1,
26,1039711369,10397,11369,15880,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1136902,11369,DOH,Doha International,"Doha, Qatar",664,Qatar,QA,,,,31369,"Doha, Qatar",664,25.0,N,15.0,40.0,25.26111111,51.0,E,33.0,54.0,51.565,2011-07-01,,0,1,
27,1039711435,10397,11435,207,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1143504,11435,DUB,Dublin Airport,"Dublin, Ireland",441,Ireland,IE,,,,31435,"Dublin, Ireland",441,53.0,N,25.0,30.0,53.425,6.0,W,15.0,47.0,-6.26305556,2018-11-01,,0,1,
28,1039711444,10397,11444,9203,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1144407,11444,DUS,Duesseldorf,"Dusseldorf, Germany",429,Germany,DE,,,,30970,"Cologne/Dusseldorf, Germany",429,51.0,N,17.0,22.0,51.28944444,6.0,E,46.0,0.0,6.76666667,2017-12-01,,0,1,
29,1039711534,10397,11534,1726,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1153406,11534,ELH,North Eleuthera Airport,"North Eleuthera, The Bahamas",204,The Bahamas,BS,,,,31534,"North Eleuthera, The Bahamas",204,25.0,N,28.0,32.0,25.47555556,76.0,W,40.0,53.0,-76.68138889,2017-12-01,,0,1,
30,1039711625,10397,11625,12837,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1162505,11625,EZE,Ministro Pistarini,"Ezeiza, Argentina",303,Argentina,AR,,,,30181,"Buenos Aires, Argentina",303,34.0,S,49.0,25.0,-34.82361111,58.0,W,31.0,43.0,-58.52861111,2017-12-01,,0,1,
31,1039711651,10397,11651,9948,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1165102,11651,FCO,Fiumicino,"Rome, Italy",450,Italy,IT,,,,31000,"Rome, Italy",450,41.0,N,48.0,16.0,41.80444444,12.0,E,15.0,3.0,12.25083333,2011-07-01,,0,1,
32,1039711731,10397,11731,868,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1173103,11731,FPO,Grand Bahama International,"Freeport, The Bahamas",204,The Bahamas,BS,,,,31731,"Freeport, The Bahamas",204,26.0,N,33.0,31.0,26.55861111,78.0,W,41.0,44.0,-78.69555556,2002-12-01,,0,1,
33,1039711760,10397,11760,22641,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1176003,11760,FRA,Frankfurt Main,"Frankfurt, Germany",429,Germany,DE,,,,31760,"Frankfurt, Germany",429,50.0,N,2.0,0.0,50.03333333,8.0,E,34.0,14.0,8.57055556,2011-07-01,,0,1,
34,1039711868,10397,11868,11725,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1186802,11868,GCM,Owen Roberts International,"Grand Cayman, Cayman Islands",233,Cayman Islands,KY,,,,31868,"Grand Cayman, Cayman Islands",233,19.0,N,17.0,34.0,19.29277778,81.0,W,21.0,28.0,-81.35777778,2011-07-01,,0,1,
35,1039711874,10397,11874,11443,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1187406,11874,GDL,Miguel Hidalgo Y Costilla International,"Guadalajara, Mexico",148,Mexico,MX,,,,31874,"Guadalajara, Mexico",148,20.0,N,31.0,19.0,20.52194444,103.0,W,18.0,40.0,-103.31111111,2017-12-01,,0,1,
36,1039711907,10397,11907,3435,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1190704,11907,GGT,Exuma International,"Moss Town, The Bahamas",204,The Bahamas,BS,,,,31621,"Great Exuma, The Bahamas",204,23.0,N,33.0,45.0,23.5625,75.0,W,52.0,39.0,-75.8775,2017-12-01,,0,1,
37,1039711915,10397,11915,11101,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1191504,11915,GIG,Galeao Antonio Carlos Jobim International,"Rio de Janeiro, Brazil",316,Brazil,BR,,,,31915,"Rio de Janeiro, Brazil",316,22.0,S,48.0,32.0,-22.80888889,43.0,W,14.0,37.0,-43.24361111,2017-12-01,,0,1,
38,1039711950,10397,11950,524,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1195002,11950,GND,Maurice Bishop International,"Grenada, Grenada",273,Grenada,GD,,,,31950,"Grenada, Grenada",273,12.0,N,0.0,15.0,12.00416667,61.0,W,47.0,10.0,-61.78611111,2011-07-01,,0,1,
39,1039711988,10397,11988,15951,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1198805,11988,GRU,Guarulhos Gov Andre Franco Montoro,"Sao Paulo, Brazil",316,Brazil,BR,,,,30966,"Sao Paulo, Brazil",316,23.0,S,25.0,56.0,-23.43222222,46.0,W,28.0,10.0,-46.46944444,2017-12-01,,0,1,
40,1039712010,10397,12010,15635,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1201005,12010,GUA,La Aurora International,"Guatemala City, Guatemala",127,Guatemala,GT,,,,32010,"Guatemala City, Guatemala",127,14.0,N,35.0,0.0,14.58333333,90.0,W,31.0,39.0,-90.5275,2017-12-01,,0,1,
41,1039712073,10397,12073,4213,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1207302,12073,HAV,Jose Marti International,"Havana, Cuba",219,Cuba,CU,,,,32073,"Havana, Cuba",219,22.0,N,59.0,21.0,22.98916667,82.0,W,24.0,33.0,-82.40916667,2011-07-01,,0,1,
42,1039712277,10397,12277,37346,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1227705,12277,ICN,Incheon International,"Seoul, South Korea",778,South Korea,KR,,,,31945,"Seoul, South Korea",778,37.0,N,27.0,56.0,37.46555556,126.0,E,26.0,36.0,126.44333333,2017-12-01,,0,1,
43,1039712395,10397,12395,9891,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1239506,12395,ISL,Ataturk,"Istanbul, Turkey",679,Turkey,TR,,,,32395,"Istanbul, Turkey",679,40.0,N,58.0,48.0,40.98,28.0,E,48.0,43.0,28.81194444,2019-04-01,,0,1,
44,1039712520,10397,12520,15276,1039707,10397,ATL,Hartsfield-Jackson Atlanta International,"Atlanta, GA",34,United States,US,Georgia,GA,13.0,30397,"Atlanta, GA (Metropolitan Area)",34,33.0,N,38.0,12.0,33.63666667,84.0,W,25.0,40.0,-84.42777778,2017-12-01,,0,1,,1252002,12520,JNB,Oliver Reginald Tambo International,"Johannesburg, South Africa",562,South Africa,ZA,,,,32520,"Johannesburg, South Africa",562,26.0,S,8.0,19.0,-26.13861111,28.0,E,14.0,47.0,28.24638889,2011-07-01,,0,1,
